,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_PAY
54,28055,20000.0,2,2,1,32,3,2,2,7,7,7,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,1
55,28056,50000.0,2,2,1,34,0,0,0,2,2,2,45974.0,47504.0,45206.0,35892.0,22989.0,22483.0,2374.0,4656.0,25.0,2869.0,0.0,814.0,1
56,28057,60000.0,2,1,2,33,1,2,0,0,0,0,11776.0,11295.0,12799.0,14272.0,15225.0,16320.0,0.0,2000.0,2000.0,1500.0,1500.0,1500.0,0
57,28058,50000.0,2,3,1,34,2,2,2,2,2,2,28289.0,32783.0,33714.0,32250.0,34245.0,19719.0,5000.0,3000.0,0.0,5000.0,0.0,3000.0,1
58,28059,20000.0,2,3,2,40,0,0,0,0,0,-1,19088.0,13828.0,9290.0,6636.0,2941.0,642.0,1248.0,1200.0,1156.0,1000.0,700.0,4600.0,0
59,28060,80000.0,2,3,1,35,1,2,2,2,2,2,68423.0,70002.0,71389.0,73788.0,74463.0,72834.0,3300.0,3100.0,4204.0,2790.0,0.0,3043.0,1
60,28061,50000.0,2,2,1,47,0,0,0,0,0,0,48433.0,49664.0,49405.0,47522.0,28711.0,28060.0,3500.0,2013.0,1863.0,1006.0,1300.0,2500.0,0
61,28062,140000.0,2,1,1,40,2,2,2,2,2,2,21952.0,27540.0,31785.0,30980.0,33162.0,32497.0,6300.0,5000.0,0.0,3000.0,0.0,3000.0,1
62,28063,400000.0,2,1,2,36,-1,-1,-1,-1,0,-1,845.0,1423.0,6649.0,3051.0,1926.0,51669.0,1428.0,6676.0,3051.0,5.0,51965.0,5038.0,0
63,28064,50000.0,2,3,1,44,0,0,2,0,0,0,13881.0,11494.0,5847.0,4871.0,3007.0,2136.0,3483.0,0.0,1000.0,0.0,993.0,0.0,0
64,28065,80000.0,2,2,1,36,0,0,0,0,0,0,74652.0,76506.0,78173.0,79220.0,81351.0,48056.0,3700.0,3500.0,3000.0,3368.0,1023.0,1500.0,0
65,28066,380000.0,2,2,1,30,2,0,0,0,0,0,225995.0,231382.0,224420.0,136324.0,137929.0,114249.0,10382.0,8420.0,46777.0,4929.0,4249.0,5528.0,1
66,28067,230000.0,2,3,1,33,0,0,0,0,0,0,233314.0,222220.0,210778.0,211132.0,179564.0,176949.0,8005.0,10002.0,15037.0,6500.0,16002.0,8002.0,0
67,28068,210000.0,2,1,2,31,0,0,0,-1,0,0,9604.0,10970.0,1230.0,24531.0,24287.0,22683.0,5056.0,1230.0,24531.0,1003.0,479.0,8080.0,0
68,28069,100000.0,2,2,2,40,0,0,0,0,0,0,92393.0,85345.0,76109.0,77068.0,77868.0,75954.0,3500.0,3500.0,3300.0,3000.0,3000.0,3000.0,0
69,28070,210000.0,2,2,1,44,0,0,0,0,0,0,124146.0,127341.0,92812.0,89878.0,80812.0,139202.0,6000.0,6000.0,6000.0,5000.0,60000.0,7000.0,0
70,28071,140000.0,2,1,1,35,0,0,0,0,0,0,92924.0,88331.0,83421.0,79088.0,73360.0,67700.0,4691.0,4251.0,4500.0,3000.0,2500.0,2300.0,0
71,28072,150000.0,2,2,1,47,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72,28073,40000.0,2,5,1,48,0,0,0,0,0,0,36581.0,37896.0,40262.0,40370.0,39970.0,39970.0,1926.0,3292.0,1400.0,0.0,0.0,0.0,0
73,28074,120000.0,2,3,2,26,1,-1,2,-1,0,-1,0.0,1302.0,651.0,1302.0,651.0,651.0,1953.0,0.0,1302.0,0.0,651.0,651.0,0
74,28075,50000.0,2,2,2,26,0,0,0,0,0,0,49296.0,39427.0,35674.0,31113.0,31734.0,32488.0,1614.0,1546.0,1461.0,1082.0,1210.0,1203.0,0
75,28076,360000.0,2,1,2,26,-1,-1,-1,-1,-1,-1,273.0,3558.0,1489.0,-356.0,9824.0,2010.0,3558.0,1489.0,0.0,10560.0,2010.0,1491.0,0
76,28077,80000.0,2,3,1,42,2,2,2,2,0,0,17511.0,20503.0,25917.0,19081.0,15200.0,13039.0,3600.0,6142.0,0.0,0.0,0.0,6439.0,1
77,28078,230000.0,2,1,2,46,-1,-1,-1,-1,-1,-1,699.0,699.0,699.0,999.0,1149.0,849.0,699.0,699.0,999.0,1149.0,849.0,999.0,0
78,28079,50000.0,2,2,1,38,0,0,0,0,-2,-2,6350.0,3239.0,4166.0,0.0,0.0,0.0,1100.0,1000.0,0.0,0.0,0.0,0.0,0
79,28080,150000.0,2,2,3,48,0,0,0,0,0,-2,3611.0,5153.0,6158.0,4626.0,0.0,0.0,2000.0,1523.0,2000.0,0.0,0.0,0.0,0
80,28081,20000.0,2,3,1,35,0,0,0,0,0,2,7196.0,6780.0,7399.0,8574.0,7833.0,6342.0,1120.0,2000.0,2580.0,600.0,0.0,1000.0,0
81,28082,10000.0,2,3,1,44,5,4,3,2,2,2,8678.0,8401.0,8128.0,7841.0,8579.0,8317.0,0.0,0.0,0.0,1000.0,0.0,1000.0,1
82,28083,140000.0,2,1,1,41,0,0,0,0,0,0,80603.0,80193.0,73318.0,70523.0,55318.0,50236.0,3000.0,3336.0,2372.0,1453.0,1536.0,1300.0,0
83,28084,150000.0,2,2,1,41,-1,-1,-2,-1,0,0,1650.0,0.0,0.0,6784.0,6923.0,14116.0,0.0,0.0,6784.0,159.0,167.0,760.0,0
84,28085,290000.0,2,2,2,36,0,0,0,0,2,0,110695.0,108583.0,70642.0,71008.0,65455.0,63421.0,3260.0,5000.0,4706.0,0.0,2007.0,2482.0,0
85,28086,170000.0,2,2,1,36,-1,-1,-1,-1,-1,-1,813.0,2080.0,5425.0,115.0,505.0,1012.0,2085.0,5425.0,115.0,505.0,1012.0,1560.0,0
86,28087,420000.0,2,3,1,39,-2,-2,-2,-2,-2,-2,2476.0,3570.0,11343.0,5216.0,23001.0,2439.0,3634.0,11353.0,5255.0,23001.0,2439.0,0.0,0
87,28088,120000.0,2,2,2,33,-1,-1,-1,-1,-1,-1,508.0,607.0,611.0,593.0,653.0,587.0,700.0,611.0,593.0,653.0,587.0,916.0,1
88,28089,150000.0,2,2,1,40,-2,-2,-2,-2,-2,-2,3042.0,41036.0,16465.0,40215.0,5024.0,19924.0,41243.0,16548.0,40442.0,5049.0,20023.0,6035.0,0
89,28090,80000.0,2,1,1,45,0,0,0,0,0,0,77402.0,78997.0,79821.0,79308.0,52172.0,50266.0,2900.0,3600.0,10002.0,1754.0,1765.0,3795.0,0
90,28091,100000.0,2,2,1,48,0,0,0,0,0,0,109033.0,97041.0,80993.0,72751.0,67146.0,68490.0,3641.0,3782.0,5000.0,5000.0,3000.0,3000.0,0
91,28092,40000.0,2,3,2,41,0,0,0,0,-2,-2,72892.0,37781.0,35647.0,0.0,0.0,0.0,1971.0,1000.0,0.0,0.0,0.0,0.0,0
92,28093,130000.0,2,3,2,46,0,0,0,0,0,0,131996.0,132177.0,132927.0,131866.0,130707.0,129174.0,5000.0,5000.0,4600.0,5000.0,4614.0,5139.0,0
93,28094,100000.0,2,2,2,41,0,0,0,0,0,0,96509.0,97042.0,98054.0,92466.0,67337.0,67093.0,4500.0,5000.0,4000.0,5000.0,3000.0,4000.0,0
94,28095,300000.0,2,3,1,46,0,0,0,-1,0,0,147289.0,150201.0,-3699.0,4142.0,1700.0,0.0,10000.0,0.0,10005.0,0.0,0.0,0.0,0
95,28096,150000.0,2,2,2,41,-1,-1,-1,-1,-1,-1,316.0,316.0,316.0,316.0,466.0,8057.0,316.0,316.0,316.0,466.0,8057.0,316.0,0
96,28097,50000.0,2,2,1,39,1,2,2,2,0,0,27094.0,26365.0,29124.0,28357.0,28984.0,30012.0,0.0,3500.0,0.0,1100.0,1500.0,1100.0,1
97,28098,350000.0,2,1,1,37,-2,-2,-2,-2,-2,-2,6185.0,27821.0,36140.0,34022.0,26366.0,67650.0,27821.0,36532.0,34022.0,20000.0,117650.0,74086.0,0
98,28099,170000.0,2,2,2,45,-1,-1,-1,-1,0,-1,1638.0,1638.0,1638.0,3276.0,1638.0,1638.0,1638.0,1638.0,3276.0,0.0,1638.0,1638.0,0
99,28100,220000.0,2,2,2,31,2,2,2,2,0,0,182176.0,176797.0,187033.0,171021.0,167789.0,168417.0,0.0,14179.0,0.0,7000.0,10000.0,12000.0,0
100,28101,210000.0,2,1,2,29,-1,-1,-1,-1,-1,-1,18662.0,6220.0,199.0,0.0,10024.0,-18.0,6224.0,199.0,200.0,10024.0,0.0,0.0,0
101,28102,200000.0,2,1,2,30,0,0,0,0,2,0,89874.0,92567.0,96064.0,103511.0,100951.0,103364.0,4200.0,5000.0,9054.0,0.0,4200.0,4000.0,0
102,28103,180000.0,2,1,2,30,2,2,2,2,0,0,14038.0,16980.0,16915.0,17532.0,18429.0,20126.0,3500.0,500.0,1200.0,1500.0,2000.0,0.0,1
103,28104,50000.0,2,1,1,31,1,2,2,0,0,0,50883.0,51184.0,50092.0,50332.0,29690.0,30246.0,2200.0,4.0,2300.0,1100.0,1400.0,1200.0,1
104,28105,50000.0,2,2,2,35,1,2,0,0,-1,0,31507.0,30705.0,33467.0,12870.0,3325.0,5103.0,0.0,3467.0,1229.0,3325.0,2000.0,2167.0,0
105,28106,180000.0,2,1,1,39,-1,-1,-1,-1,-1,-1,892.0,6809.0,18390.0,13999.0,933.0,933.0,6846.0,18399.0,13999.0,933.0,933.0,993.0,0
106,28107,500000.0,2,1,2,44,-2,-2,-2,-2,-2,-2,29996.0,10625.0,14567.0,0.0,3808.0,6751.0,10625.0,14573.0,0.0,3808.0,6751.0,0.0,0
107,28108,160000.0,2,2,2,45,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,388.0,3099.0,0
108,28109,120000.0,2,1,2,37,2,2,2,2,2,2,744.0,744.0,744.0,744.0,1188.0,594.0,444.0,444.0,444.0,888.0,0.0,888.0,1
109,28110,60000.0,2,2,1,39,-1,-1,-1,-2,-2,-1,12545.0,1217.0,0.0,0.0,0.0,465.0,1217.0,0.0,0.0,0.0,465.0,0.0,0
110,28111,220000.0,2,4,1,35,-1,-1,-1,-1,-1,-1,1849.0,326.0,12681.0,84674.0,35326.0,1026.0,326.0,12681.0,84674.0,35326.0,1026.0,3088.0,0
111,28112,210000.0,2,2,1,36,0,0,0,0,0,0,13460.0,14765.0,14939.0,15748.0,16069.0,13780.0,1534.0,1307.0,1116.0,437.0,399.0,276.0,0
112,28113,480000.0,2,2,2,38,-2,-2,-1,0,0,0,5619.0,7600.0,123988.0,177054.0,273429.0,293157.0,7600.0,123988.0,60000.0,100000.0,24250.0,12735.0,0
113,28114,140000.0,2,3,2,43,0,0,0,0,0,0,140832.0,131883.0,123504.0,126441.0,129345.0,137539.0,5006.0,4500.0,5000.0,5000.0,10490.0,5000.0,0
114,28115,150000.0,2,2,1,38,0,0,0,0,0,0,149957.0,152224.0,152208.0,116763.0,72325.0,73273.0,6000.0,5440.0,4000.0,3000.0,3000.0,3000.0,0
115,28116,110000.0,2,3,2,43,2,2,0,0,0,0,114614.0,111306.0,112173.0,93675.0,59095.0,60336.0,0.0,5000.0,3000.0,2100.0,2500.0,2100.0,0
116,28117,350000.0,2,1,1,41,0,0,0,0,0,0,15407.0,17826.0,23489.0,29037.0,36213.0,38163.0,3000.0,6000.0,6000.0,8027.0,8000.0,8000.0,0
117,28118,150000.0,2,2,2,43,0,0,0,0,0,0,111024.0,111486.0,12596.0,13610.0,14381.0,15147.0,2720.0,1500.0,1229.0,1000.0,1000.0,1000.0,0
118,28119,420000.0,2,1,1,39,0,0,0,0,0,0,298753.0,304964.0,312224.0,315822.0,275393.0,278745.0,13000.0,14000.0,11230.0,10000.0,8091.0,6965.0,0
119,28120,80000.0,2,1,1,41,0,0,0,0,-2,-2,11987.0,13007.0,3537.0,0.0,0.0,0.0,1325.0,1000.0,0.0,0.0,0.0,0.0,0
120,28121,180000.0,2,1,1,44,0,0,0,0,0,0,138701.0,140009.0,143053.0,145695.0,143705.0,133883.0,5100.0,5297.0,5128.0,4869.0,4960.0,5177.0,0
121,28122,290000.0,2,2,1,39,1,-2,-2,-2,-2,-2,-70.0,9540.0,390.0,3184.0,390.0,390.0,10000.0,800.0,3184.0,390.0,390.0,6617.0,0
122,28123,300000.0,2,1,1,37,0,-1,-1,-1,-2,-1,4476.0,2521.0,3529.0,-5364.0,-8943.0,4057.0,3017.0,4506.0,0.0,0.0,14000.0,12000.0,0
123,28124,80000.0,2,2,1,41,0,0,0,2,0,0,78480.0,77063.0,76720.0,74651.0,57109.0,46703.0,3100.0,6300.0,0.0,1743.0,1588.0,1628.0,0
124,28125,230000.0,2,2,1,39,-2,-2,-2,-2,-2,-2,0.0,0.0,1052.0,0.0,1931.0,0.0,0.0,1052.0,0.0,1931.0,0.0,3915.0,0
125,28126,20000.0,2,2,1,43,1,2,0,0,0,0,17188.0,16619.0,17341.0,18352.0,18716.0,19109.0,0.0,1294.0,1305.0,669.0,694.0,697.0,0
126,28127,20000.0,2,2,2,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
127,28128,200000.0,2,1,1,40,-2,-2,-2,-2,-2,-2,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,0.0,0.0,0.0,0.0,0.0,2877.0,1
128,28129,500000.0,2,1,2,35,-1,-1,-1,-1,0,0,33214.0,18521.0,22802.0,22518.0,25733.0,19715.0,18694.0,22948.0,22571.0,14067.0,7598.0,4042.0,0
129,28130,10000.0,2,3,1,49,0,0,0,0,0,0,9807.0,9976.0,7538.0,9322.0,9567.0,9766.0,2114.0,1131.0,2155.0,1400.0,1354.0,428.0,0
130,28131,100000.0,2,3,1,42,0,0,0,0,0,0,58543.0,54902.0,54590.0,53037.0,54100.0,53889.0,2004.0,1966.0,1884.0,1903.0,1940.0,2000.0,0
131,28132,250000.0,2,2,1,28,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,4501.0,282.0,0.0,0.0,0.0,4501.0,282.0,10351.0,0
132,28133,540000.0,2,3,2,38,1,-2,-2,-2,-2,-2,736.0,736.0,736.0,736.0,0.0,-736.0,736.0,736.0,736.0,0.0,0.0,2965.0,0
133,28134,50000.0,2,2,1,39,0,0,0,0,0,0,37503.0,33505.0,25626.0,26444.0,19422.0,19438.0,1399.0,1480.0,1298.0,677.0,700.0,1000.0,0
134,28135,550000.0,2,1,2,44,0,-1,-1,0,0,-1,27093.0,30805.0,7451.0,16111.0,22819.0,80846.0,30820.0,7851.0,19751.0,29700.0,80987.0,36158.0,0
135,28136,200000.0,2,3,1,42,-1,-1,-1,-1,-1,-1,2213.0,5283.0,1863.0,9323.0,1612.0,1619.0,5286.0,1863.0,9323.0,1612.0,2054.0,5808.0,0
136,28137,50000.0,2,3,1,44,0,0,0,0,0,0,46363.0,47356.0,48905.0,49794.0,8820.0,9000.0,1762.0,2311.0,2200.0,176.0,180.0,9769.0,0
137,28138,230000.0,2,3,1,36,1,2,0,0,0,0,232115.0,225086.0,222286.0,222884.0,220876.0,221496.0,22.0,9005.0,9037.0,7519.0,8018.0,8100.0,0
138,28139,330000.0,2,3,1,45,0,0,0,0,0,0,33369.0,34509.0,35406.0,34770.0,35468.0,36211.0,2000.0,1470.0,1374.0,1072.0,1113.0,2000.0,0
139,28140,520000.0,2,1,1,37,-2,-2,-2,-2,-2,-2,4439.0,3487.0,7491.0,2310.0,12000.0,0.0,3913.0,7494.0,2310.0,12000.0,0.0,0.0,0
140,28141,180000.0,2,1,2,44,-2,-2,-2,-2,-2,-2,16891.0,0.0,521.0,0.0,0.0,0.0,0.0,521.0,0.0,0.0,0.0,10622.0,0
141,28142,200000.0,2,3,1,36,0,0,0,0,0,0,167385.0,171476.0,175956.0,171340.0,177236.0,181978.0,8000.0,8045.0,8000.0,8000.0,7000.0,18000.0,0
142,28143,430000.0,2,5,2,44,0,0,0,0,0,0,626648.0,586825.0,547667.0,504474.0,462640.0,420585.0,20659.0,20421.0,16943.0,15634.0,14933.0,15131.0,0
143,28144,220000.0,2,1,1,46,3,2,2,0,0,0,249449.0,243517.0,228368.0,224414.0,196229.0,190050.0,9501.0,0.0,10000.0,7200.0,7001.0,6900.0,1
144,28145,210000.0,2,2,2,41,-2,-2,-2,-2,-2,-2,0.0,8333.0,0.0,0.0,0.0,0.0,8333.0,0.0,0.0,0.0,0.0,0.0,0
145,28146,360000.0,2,2,1,47,-1,0,0,-1,-1,-1,71006.0,37066.0,49018.0,32760.0,31489.0,22316.0,36448.0,48833.0,32928.0,31646.0,22428.0,37984.0,0
146,28147,200000.0,2,2,1,48,-2,-2,-1,-1,0,0,2233.0,6731.0,1374.0,24836.0,23348.0,7058.0,6734.0,1374.0,74836.0,0.0,250.0,55892.0,0
147,28148,150000.0,2,1,1,36,0,0,0,0,0,0,38298.0,39292.0,40357.0,41284.0,42105.0,43146.0,1635.0,1700.0,1600.0,1507.0,1719.0,2000.0,0
148,28149,170000.0,2,3,2,47,-1,-1,-1,-1,-1,-1,16089.0,5454.0,8846.0,920.0,380.0,4765.0,5455.0,8866.0,921.0,381.0,4801.0,1632.0,0
